epoch,AUC,Accuracy,FN,FP,Precision,Recall,TN,TP,loss,val_AUC,val_Accuracy,val_FN,val_FP,val_Precision,val_Recall,val_TN,val_TP,val_loss
0,0.9704040884971619,0.9291654229164124,371.0,566.0,0.9174445867538452,0.9443026781082153,6001.0,6290.0,0.20666053891181946,0.851608157157898,0.5093768835067749,784.0,27.0,0.3571428656578064,0.01877346634864807,827.0,15.0,1.3384106159210205
0,0.9742336273193359,0.9351375699043274,376.0,482.0,0.928740382194519,0.943526566028595,6088.0,6282.0,0.1918419450521469,0.9767847061157227,0.9261947870254517,9.0,113.0,0.8760964870452881,0.9888613820075989,732.0,799.0,0.30403247475624084
